total_sold,total_rating,favorite,item_rating,cluster
1.0,1.0,1.0,5.0,1
122.0,122.0,102.0,4.9,1
210.0,210.0,1.0,5.0,1
9.0,9.0,2.0,5.0,1
114.0,114.0,143.0,4.8,1
11.0,11.0,48.0,5.0,1
3100.0,3100.0,2600.0,4.9,1
24.0,24.0,75.0,5.0,1
98.0,98.0,36.0,4.9,1
50.0,50.0,54.0,4.9,1
561.0,561.0,585.0,4.8,1
1000.0,1000.0,357.0,4.8,1
13.0,13.0,5.0,5.0,1
90.0,90.0,471.0,4.9,1
57.0,57.0,4.0,5.0,1
3500.0,3500.0,2500.0,4.9,1
31.0,31.0,54.0,4.9,1
2300.0,2300.0,460.0,4.9,1
92.0,92.0,18.0,5.0,1
278.0,278.0,547.0,4.8,1
19.0,19.0,7.0,4.7,1
3600.0,3600.0,2300.0,4.9,1
98.0,98.0,50.0,4.8,1
286.0,286.0,328.0,4.8,1
136.0,136.0,70.0,4.5,0
160.0,160.0,898.0,5.0,1
370.0,370.0,346.0,4.9,1
369.0,369.0,2000.0,4.8,1
25.0,25.0,17.0,4.9,1
25.0,25.0,5.0,5.0,1
57.0,57.0,437.0,4.9,1
76.0,76.0,2.0,5.0,1
2100.0,2100.0,3700.0,4.9,1
46.0,46.0,39.0,4.9,1
639.0,639.0,2100.0,4.9,1
412.0,412.0,132.0,4.9,1
1200.0,1200.0,449.0,4.9,1
3100.0,3100.0,1500.0,4.9,1
117.0,117.0,186.0,5.0,1
10.0,10.0,15.0,5.0,1
3300.0,3300.0,505.0,5.0,1
365.0,365.0,2300.0,4.9,1
841.0,841.0,494.0,4.9,1
47.0,47.0,327.0,5.0,1
385.0,385.0,305.0,4.9,1
4200.0,4200.0,1000.0,5.0,1
2500.0,2500.0,1300.0,4.9,1
650.0,650.0,192.0,4.9,1
25.0,25.0,11.0,5.0,1
13900.0,13900.0,2100.0,4.9,1
61.0,61.0,17.0,4.9,1
4900.0,4900.0,3700.0,4.9,1
4.0,4.0,7.0,5.0,1
30.0,30.0,56.0,4.9,1
56.0,56.0,1.0,5.0,1
348.0,348.0,203.0,4.8,1
27.0,27.0,667.0,4.7,1
444.0,444.0,318.0,4.9,1
28.0,28.0,10.0,4.9,1
771.0,771.0,2100.0,4.9,1
583.0,583.0,274.0,4.9,1
25.0,25.0,86.0,5.0,1
215.0,215.0,81.0,4.8,1
60.0,60.0,2.0,5.0,1
221.0,221.0,904.0,4.7,1
59.0,59.0,53.0,5.0,1
86.0,86.0,122.0,5.0,1
317.0,317.0,324.0,4.9,1
36.0,36.0,1.0,5.0,1
1700.0,1700.0,278.0,4.8,1
399.0,399.0,258.0,5.0,1
246.0,246.0,669.0,4.9,1
400.0,400.0,1600.0,4.9,1
821.0,821.0,565.0,4.8,1
1200.0,1200.0,2100.0,4.9,1
12.0,12.0,7.0,4.9,1
250.0,250.0,170.0,4.8,1
1000.0,1000.0,554.0,4.9,1
36.0,36.0,16.0,5.0,1
134.0,134.0,118.0,4.8,1
41.0,41.0,98.0,5.0,1
2200.0,2200.0,829.0,4.8,1
3600.0,3600.0,1900.0,4.9,1
793.0,793.0,561.0,4.8,1
59700.0,59700.0,71800.0,4.9,2
495.0,495.0,669.0,4.9,1
3200.0,3200.0,2100.0,4.7,1
2000.0,2000.0,5000.0,4.9,1
2400.0,2400.0,4500.0,4.9,1
8300.0,8300.0,1200.0,5.0,1
74.0,74.0,8.0,5.0,1
123.0,123.0,113.0,4.9,1
305.0,305.0,132.0,5.0,1
5200.0,5200.0,5900.0,4.8,1
5500.0,5500.0,3500.0,4.9,1
4200.0,4200.0,2300.0,4.9,1
5100.0,5100.0,2300.0,4.9,1
107.0,107.0,87.0,4.8,1
197.0,197.0,350.0,4.9,1
467.0,467.0,3600.0,4.8,1
405.0,405.0,174.0,4.7,1
915.0,915.0,390.0,4.8,1
981.0,981.0,1300.0,4.9,1
1500.0,1500.0,15400.0,4.9,1
23400.0,23400.0,5100.0,5.0,2
4.0,4.0,9.0,5.0,1
1800.0,1800.0,338.0,4.8,1
456.0,456.0,157.0,4.9,1
25.0,25.0,28.0,4.9,1
548.0,548.0,1100.0,4.9,1
385.0,385.0,545.0,4.6,0
987.0,987.0,1800.0,4.9,1
283.0,283.0,69.0,4.9,1
1200.0,1200.0,538.0,4.7,1
56.0,56.0,7.0,5.0,1
88.0,88.0,2500.0,5.0,1
2600.0,2600.0,1300.0,4.9,1
5700.0,5700.0,288.0,4.9,1
19.0,19.0,49.0,4.8,1
5100.0,5100.0,33200.0,4.9,2
1500.0,1500.0,386.0,4.8,1
4200.0,4200.0,2100.0,4.9,1
6400.0,6400.0,2400.0,4.7,1
13000.0,13000.0,7400.0,4.9,1
4300.0,4300.0,3600.0,4.9,1
2300.0,2300.0,340.0,4.9,1
414.0,414.0,1100.0,4.9,1
6400.0,6400.0,11200.0,4.9,1
82.0,82.0,28.0,4.8,1
1500.0,1500.0,3000.0,5.0,1
4700.0,4700.0,4100.0,4.9,1
445.0,445.0,699.0,4.9,1
5500.0,5500.0,3600.0,4.8,1
111.0,111.0,27.0,4.9,1
159.0,159.0,26.0,5.0,1
1500.0,1500.0,2000.0,4.9,1
14100.0,14100.0,5200.0,4.8,1
4600.0,4600.0,1800.0,4.8,1
48.0,48.0,32.0,4.8,1
114.0,114.0,69.0,4.9,1
2300.0,2300.0,1400.0,4.9,1
1400.0,1400.0,870.0,4.9,1
736.0,736.0,1400.0,4.9,1
345.0,345.0,381.0,4.8,1
2500.0,2500.0,1400.0,5.0,1
2500.0,2500.0,3600.0,4.9,1
323.0,323.0,185.0,4.8,1
140.0,140.0,420.0,4.9,1
381.0,381.0,609.0,4.9,1
2600.0,2600.0,1800.0,4.9,1
7900.0,7900.0,8500.0,4.9,1
68.0,68.0,313.0,4.9,1
135.0,135.0,53.0,4.9,1
9400.0,9400.0,4600.0,4.9,1
12.0,12.0,730.0,4.2,0
361.0,361.0,30.0,4.9,1
459.0,459.0,693.0,4.9,1
114.0,114.0,64.0,4.8,1
1200.0,1200.0,584.0,4.9,1
1.0,1.0,6.0,5.0,1
222.0,222.0,129.0,4.9,1
259.0,259.0,85.0,4.7,1
93.0,93.0,23.0,4.9,1
357.0,357.0,471.0,4.8,1
20000.0,20000.0,8400.0,5.0,2
2400.0,2400.0,1200.0,5.0,1
882.0,882.0,297.0,4.9,1
38.0,38.0,11.0,5.0,1
300.0,300.0,1400.0,4.8,1
1500.0,1500.0,1700.0,4.9,1
615.0,615.0,77.0,4.9,1
315.0,315.0,231.0,4.8,1
207.0,207.0,139.0,4.9,1
714.0,714.0,442.0,5.0,1
1400.0,1400.0,871.0,4.6,0
122.0,122.0,747.0,4.9,1
685.0,685.0,147.0,4.9,1
3300.0,3300.0,2700.0,5.0,1
4900.0,4900.0,1800.0,4.9,1
4800.0,4800.0,885.0,5.0,1
4900.0,4900.0,831.0,4.9,1
1800.0,1800.0,5200.0,4.9,1
74.0,74.0,54.0,5.0,1
5400.0,5400.0,2400.0,4.9,1
124.0,124.0,80.0,4.8,1
62.0,62.0,44.0,4.9,1
234.0,234.0,608.0,4.9,1
1200.0,1200.0,572.0,4.8,1
7.0,7.0,11.0,5.0,1
3100.0,3100.0,1200.0,4.9,1
257.0,257.0,493.0,4.9,1
2800.0,2800.0,1600.0,4.9,1
10900.0,10900.0,11000.0,4.9,1
713.0,713.0,577.0,5.0,1
2500.0,2500.0,3500.0,4.9,1
89.0,89.0,78.0,4.9,1
187.0,187.0,47.0,4.9,1
1800.0,1800.0,132.0,4.9,1
3300.0,3300.0,1000.0,4.8,1
340.0,340.0,104.0,4.7,1
1400.0,1400.0,1500.0,4.7,1
13500.0,13500.0,10800.0,4.9,1
1100.0,1100.0,1500.0,4.9,1
4500.0,4500.0,1400.0,5.0,1
39.0,39.0,80.0,4.9,1
4000.0,4000.0,1500.0,4.8,1
35.0,35.0,10.0,4.7,1
286.0,286.0,27.0,4.2,0
4700.0,4700.0,13800.0,4.9,1
134.0,134.0,103.0,4.8,1
54.0,54.0,495.0,4.4,0
701.0,701.0,6500.0,4.8,1
15100.0,15100.0,6200.0,4.9,1
1100.0,1100.0,179.0,4.8,1
4300.0,4300.0,2100.0,4.8,1
97.0,97.0,115.0,4.9,1
1600.0,1600.0,3600.0,5.0,1
1300.0,1300.0,1200.0,4.9,1
407.0,407.0,304.0,4.9,1
8800.0,8800.0,4600.0,4.9,1
101.0,101.0,151.0,4.9,1
701.0,701.0,284.0,4.8,1
996.0,996.0,1400.0,4.9,1
244.0,244.0,10.0,5.0,1
6700.0,6700.0,691.0,4.9,1
34.0,34.0,23.0,4.9,1
9700.0,9700.0,5400.0,4.9,1
1.0,1.0,84.0,5.0,1
235.0,235.0,136.0,4.6,0
138.0,138.0,70.0,4.5,0
2600.0,2600.0,709.0,4.9,1
4300.0,4300.0,16200.0,4.6,0
228.0,228.0,250.0,4.8,1
271.0,271.0,49.0,4.9,1
1.0,1.0,1.0,5.0,1
33500.0,33500.0,24200.0,4.9,2
1600.0,1600.0,4200.0,4.8,1
285.0,285.0,83.0,4.9,1
1400.0,1400.0,1500.0,5.0,1
688.0,688.0,231.0,4.9,1
7400.0,7400.0,10900.0,4.9,1
2400.0,2400.0,11500.0,4.8,1
92.0,92.0,81.0,5.0,1
1400.0,1400.0,464.0,5.0,1
936.0,936.0,956.0,4.9,1
315.0,315.0,188.0,4.9,1
8800.0,8800.0,14500.0,4.9,1
5400.0,5400.0,7600.0,4.9,1
2.0,2.0,1.0,5.0,1
25.0,25.0,124.0,4.8,1
2400.0,2400.0,1400.0,4.9,1
7000.0,7000.0,3800.0,4.8,1
621.0,621.0,100.0,4.8,1
472.0,472.0,293.0,4.9,1
772.0,772.0,246.0,4.9,1
685.0,685.0,750.0,4.9,1
3200.0,3200.0,2000.0,4.9,1
651.0,651.0,1400.0,4.5,0
406.0,406.0,339.0,5.0,1
13.0,13.0,18.0,4.8,1
3100.0,3100.0,749.0,4.9,1
11100.0,11100.0,20100.0,5.0,2
5.0,5.0,1.0,4.8,1
103.0,103.0,1000.0,4.8,1
231.0,231.0,232.0,4.8,1
3800.0,3800.0,3000.0,4.9,1
156.0,156.0,185.0,4.9,1
29.0,29.0,13.0,4.8,1
348.0,348.0,262.0,4.9,1
11.0,11.0,1.0,5.0,1
128.0,128.0,46.0,4.9,1
1600.0,1600.0,1100.0,4.8,1
1600.0,1600.0,1600.0,4.8,1
636.0,636.0,5700.0,4.5,0
3300.0,3300.0,7100.0,4.8,1
4300.0,4300.0,918.0,4.9,1
6000.0,6000.0,9800.0,4.8,1
26.0,26.0,8.0,5.0,1
5.0,5.0,138.0,5.0,1
965.0,965.0,427.0,4.9,1
143.0,143.0,265.0,4.7,1
167.0,167.0,315.0,4.9,1
221.0,221.0,80.0,4.8,1
7900.0,7900.0,3100.0,4.9,1
744.0,744.0,515.0,4.9,1
150.0,150.0,33.0,5.0,1
34.0,34.0,9.0,4.8,1
194.0,194.0,1700.0,4.9,1
209.0,209.0,55.0,5.0,1
1200.0,1200.0,788.0,4.9,1
84.0,84.0,370.0,4.7,1
752.0,752.0,401.0,4.9,1
9.0,9.0,5.0,4.9,1
3200.0,3200.0,2100.0,4.9,1
65.0,65.0,43.0,5.0,1
139.0,139.0,120.0,4.9,1
3100.0,3100.0,420.0,5.0,1
2500.0,2500.0,889.0,4.9,1
84800.0,84800.0,25700.0,4.9,2
4700.0,4700.0,5300.0,4.7,1
452.0,452.0,227.0,4.9,1
5600.0,5600.0,2300.0,5.0,1
255.0,255.0,205.0,5.0,1
209.0,209.0,219.0,4.9,1
136.0,136.0,299.0,4.7,1
1900.0,1900.0,742.0,4.9,1
3400.0,3400.0,3500.0,4.9,1
3200.0,3200.0,13500.0,4.8,1
7200.0,7200.0,3900.0,4.8,1
509.0,509.0,623.0,5.0,1
10800.0,10800.0,5600.0,4.8,1
886.0,886.0,1200.0,4.9,1
2100.0,2100.0,758.0,5.0,1
1700.0,1700.0,692.0,4.9,1
800.0,800.0,987.0,4.9,1
6700.0,6700.0,6000.0,4.9,1
1300.0,1300.0,2600.0,4.8,1
181.0,181.0,56.0,4.9,1
238.0,238.0,106.0,4.9,1
5100.0,5100.0,1100.0,4.9,1
6600.0,6600.0,11700.0,4.9,1
33000.0,33000.0,8800.0,4.9,2
198.0,198.0,117.0,4.6,0
73.0,73.0,1000.0,4.8,1
487.0,487.0,539.0,4.9,1
89.0,89.0,40.0,4.9,1
860.0,860.0,951.0,5.0,1
927.0,927.0,418.0,4.8,1
63.0,63.0,100.0,4.8,1
87.0,87.0,26.0,4.9,1
15200.0,15200.0,16800.0,5.0,2
1400.0,1400.0,402.0,4.9,1
115.0,115.0,121.0,4.9,1
173.0,173.0,27.0,5.0,1
1600.0,1600.0,2100.0,5.0,1
2500.0,2500.0,1200.0,4.9,1
399.0,399.0,124.0,4.9,1
155.0,155.0,480.0,4.9,1
51.0,51.0,58.0,4.8,1
38.0,38.0,10.0,4.9,1
3800.0,3800.0,5700.0,4.9,1
396.0,396.0,388.0,5.0,1
14.0,14.0,1.0,5.0,1
9.0,9.0,282.0,4.9,1
120.0,120.0,16.0,4.7,1
14.0,14.0,2100.0,4.9,1
48.0,48.0,48.0,4.7,1
16600.0,16600.0,6200.0,5.0,1
1100.0,1100.0,4200.0,4.8,1
12400.0,12400.0,5900.0,4.8,1
7800.0,7800.0,3500.0,4.9,1
2700.0,2700.0,1200.0,4.8,1
76.0,76.0,169.0,5.0,1
5.0,5.0,1.0,5.0,1
2000.0,2000.0,4400.0,4.9,1
5.0,5.0,12.0,4.8,1
3500.0,3500.0,394.0,4.9,1
2300.0,2300.0,254.0,4.9,1
97.0,97.0,328.0,4.9,1
1100.0,1100.0,516.0,4.8,1
1100.0,1100.0,1100.0,5.0,1
634.0,634.0,1000.0,4.9,1
900.0,900.0,347.0,4.8,1
493.0,493.0,126.0,4.7,1
20100.0,20100.0,6100.0,4.9,1
74.0,74.0,249.0,4.8,1
797.0,797.0,488.0,4.9,1
1400.0,1400.0,418.0,4.9,1
3900.0,3900.0,1000.0,4.9,1
48.0,48.0,988.0,4.9,1
15000.0,15000.0,9700.0,4.9,1
40.0,40.0,67.0,4.9,1
2000.0,2000.0,1100.0,4.9,1
233.0,233.0,95.0,4.9,1
3100.0,3100.0,858.0,4.9,1
4300.0,4300.0,13500.0,4.8,1
901.0,901.0,59.0,5.0,1
36800.0,36800.0,11400.0,4.9,2
4300.0,4300.0,5800.0,4.8,1
1800.0,1800.0,485.0,5.0,1
6.0,6.0,3.0,4.7,1
533.0,533.0,1000.0,4.9,1
482.0,482.0,2600.0,4.9,1
39.0,39.0,2.0,4.8,1
4000.0,4000.0,1800.0,4.9,1
6.0,6.0,9.0,5.0,1
1500.0,1500.0,343.0,5.0,1
2900.0,2900.0,681.0,4.9,1
269.0,269.0,904.0,4.9,1
15000.0,15000.0,7700.0,4.9,1
14.0,14.0,47.0,4.5,0
388.0,388.0,519.0,4.8,1
1000.0,1000.0,952.0,4.9,1
64.0,64.0,174.0,4.9,1
42.0,42.0,8.0,4.9,1
2500.0,2500.0,408.0,4.9,1
1700.0,1700.0,278.0,4.8,1
70.0,70.0,3.0,4.8,1
192.0,192.0,642.0,5.0,1
445.0,445.0,170.0,4.8,1
376.0,376.0,118.0,4.9,1
132.0,132.0,102.0,4.9,1
418.0,418.0,53.0,4.9,1
49.0,49.0,10.0,5.0,1
1600.0,1600.0,1400.0,4.9,1
2100.0,2100.0,2200.0,5.0,1
897.0,897.0,2000.0,5.0,1
22.0,22.0,10.0,5.0,1
10100.0,10100.0,1900.0,4.9,1
1400.0,1400.0,375.0,4.9,1
284.0,284.0,30.0,5.0,1
309.0,309.0,1100.0,4.9,1
1.0,1.0,1.0,5.0,1
9100.0,9100.0,11300.0,4.9,1
6.0,6.0,2.0,5.0,1
7200.0,7200.0,2500.0,4.9,1
6400.0,6400.0,9200.0,5.0,1
626.0,626.0,118.0,5.0,1
2400.0,2400.0,2300.0,4.9,1
706.0,706.0,591.0,4.9,1
1500.0,1500.0,3100.0,5.0,1
155.0,155.0,64.0,5.0,1
43900.0,43900.0,6500.0,4.9,2
121.0,121.0,220.0,4.7,1
141.0,141.0,209.0,4.8,1
6900.0,6900.0,12300.0,4.8,1
13200.0,13200.0,7500.0,4.9,1
324.0,324.0,962.0,4.6,0
86.0,86.0,28.0,4.9,1
20200.0,20200.0,5000.0,5.0,1
24.0,24.0,4.0,4.9,1
35.0,35.0,5.0,4.9,1
459.0,459.0,4100.0,4.9,1
356.0,356.0,357.0,4.9,1
3100.0,3100.0,780.0,4.9,1
16600.0,16600.0,14800.0,4.9,2
149.0,149.0,885.0,4.8,1
9900.0,9900.0,6100.0,4.9,1
6700.0,6700.0,4000.0,4.8,1
2900.0,2900.0,517.0,5.0,1
21.0,21.0,2.0,4.9,1
98.0,98.0,42.0,4.8,1
4000.0,4000.0,880.0,4.9,1
2600.0,2600.0,727.0,5.0,1
832.0,832.0,497.0,4.5,0
25.0,25.0,10.0,5.0,1
203.0,203.0,1400.0,5.0,1
3200.0,3200.0,1800.0,4.9,1
2200.0,2200.0,288.0,5.0,1
2200.0,2200.0,424.0,4.9,1
301.0,301.0,8700.0,4.6,0
3000.0,3000.0,1200.0,4.9,1
770.0,770.0,443.0,4.8,1
435.0,435.0,543.0,4.8,1
770.0,770.0,281.0,4.9,1
112.0,112.0,63.0,4.9,1
30600.0,30600.0,18400.0,4.9,2
374.0,374.0,56.0,4.9,1
9700.0,9700.0,3300.0,4.9,1
3.0,3.0,3.0,5.0,1
4100.0,4100.0,1600.0,4.9,1
1800.0,1800.0,550.0,4.8,1
115.0,115.0,150.0,4.8,1
12900.0,12900.0,6300.0,4.9,1
3200.0,3200.0,10700.0,5.0,1
13.0,13.0,6.0,4.0,0
8800.0,8800.0,2400.0,4.9,1
543.0,543.0,196.0,4.8,1
52.0,52.0,25.0,5.0,1
3300.0,3300.0,613.0,5.0,1
5600.0,5600.0,1700.0,4.9,1
336.0,336.0,92.0,5.0,1
213.0,213.0,18.0,4.9,1
15.0,15.0,2.0,5.0,1
408.0,408.0,205.0,4.9,1
7200.0,7200.0,6200.0,4.9,1
334.0,334.0,79.0,4.9,1
113.0,113.0,27.0,4.8,1
92.0,92.0,42.0,5.0,1
63.0,63.0,107.0,4.9,1
614.0,614.0,1800.0,4.9,1
193.0,193.0,69.0,4.9,1
1400.0,1400.0,1000.0,4.9,1
1100.0,1100.0,1100.0,4.9,1
1.0,1.0,1.0,5.0,1
1200.0,1200.0,812.0,4.8,1
7100.0,7100.0,2100.0,4.9,1
154.0,154.0,29.0,5.0,1
484.0,484.0,974.0,5.0,1
6800.0,6800.0,7300.0,5.0,1
4400.0,4400.0,9800.0,4.9,1
172.0,172.0,96.0,4.9,1
276.0,276.0,28.0,4.9,1
333.0,333.0,170.0,4.9,1
4300.0,4300.0,2700.0,5.0,1
58.0,58.0,16.0,4.9,1
18.0,18.0,52.0,5.0,1
1400.0,1400.0,116.0,5.0,1
195.0,195.0,470.0,4.9,1
4200.0,4200.0,1500.0,4.9,1
1400.0,1400.0,320.0,5.0,1
61.0,61.0,1400.0,4.9,1
412.0,412.0,9300.0,4.7,1
4500.0,4500.0,4200.0,5.0,1
2800.0,2800.0,1500.0,4.8,1
71800.0,71800.0,25000.0,5.0,2
31.0,31.0,117.0,5.0,1
1300.0,1300.0,964.0,4.9,1
707.0,707.0,1000.0,4.8,1
25.0,25.0,65.0,4.8,1
58.0,58.0,24.0,4.9,1
2.0,2.0,1.0,5.0,1
4600.0,4600.0,8000.0,4.9,1
930.0,930.0,271.0,5.0,1
1.0,1.0,1.0,4.0,0
20.0,20.0,39.0,4.9,1
1800.0,1800.0,3400.0,4.8,1
1600.0,1600.0,1600.0,4.7,1
357.0,357.0,108.0,4.9,1
144.0,144.0,125.0,4.9,1
8.0,8.0,10.0,5.0,1
461.0,461.0,2600.0,4.8,1
374.0,374.0,279.0,4.9,1
2900.0,2900.0,787.0,5.0,1
2800.0,2800.0,961.0,4.9,1
8600.0,8600.0,3700.0,4.8,1
490.0,490.0,320.0,4.9,1
29.0,29.0,23.0,5.0,1
483.0,483.0,178.0,4.8,1
2400.0,2400.0,2100.0,4.8,1
485.0,485.0,448.0,4.9,1
406.0,406.0,340.0,5.0,1
56000.0,56000.0,22500.0,4.9,2
629.0,629.0,280.0,4.9,1
71.0,71.0,30.0,4.8,1
783.0,783.0,490.0,4.8,1
2000.0,2000.0,1000.0,4.9,1
122.0,122.0,22.0,4.9,1
358.0,358.0,241.0,4.9,1
64.0,64.0,198.0,5.0,1
715.0,715.0,1100.0,4.9,1
203.0,203.0,46.0,4.9,1
42.0,42.0,30.0,4.9,1
3700.0,3700.0,516.0,4.9,1
455.0,455.0,402.0,4.9,1
1100.0,1100.0,294.0,4.8,1
182.0,182.0,63.0,4.9,1
126.0,126.0,876.0,5.0,1
457.0,457.0,107.0,4.9,1
44.0,44.0,57.0,4.9,1
1500.0,1500.0,962.0,4.8,1
1100.0,1100.0,179.0,4.8,1
2900.0,2900.0,4400.0,4.8,1
2100.0,2100.0,391.0,4.9,1
23.0,23.0,11.0,4.8,1
50.0,50.0,1.0,4.9,1
52.0,52.0,465.0,5.0,1
3600.0,3600.0,2900.0,4.7,1
1200.0,1200.0,4600.0,4.8,1
1600.0,1600.0,5100.0,4.8,1
603.0,603.0,360.0,4.9,1
97.0,97.0,35.0,4.9,1
370.0,370.0,1500.0,5.0,1
6000.0,6000.0,1900.0,4.9,1
7600.0,7600.0,4500.0,4.9,1
1900.0,1900.0,586.0,4.4,0
3800.0,3800.0,3000.0,4.9,1
5600.0,5600.0,3900.0,4.9,1
8400.0,8400.0,2400.0,4.9,1
345.0,345.0,422.0,5.0,1
243.0,243.0,820.0,4.9,1
266.0,266.0,180.0,5.0,1
3300.0,3300.0,3600.0,4.9,1
278.0,278.0,269.0,4.9,1
961.0,961.0,1900.0,4.9,1
50.0,50.0,110.0,4.9,1
53.0,53.0,79.0,4.9,1
152.0,152.0,84.0,4.9,1
247.0,247.0,93.0,5.0,1
624.0,624.0,3400.0,4.9,1
243.0,243.0,2100.0,4.8,1
496.0,496.0,203.0,4.9,1
128.0,128.0,71.0,4.9,1
88.0,88.0,51.0,4.9,1
14800.0,14800.0,3700.0,4.9,1
4.0,4.0,1.0,5.0,1
51.0,51.0,84.0,4.6,0
57.0,57.0,183.0,5.0,1
11.0,11.0,2.0,5.0,1
3000.0,3000.0,8000.0,4.8,1
39.0,39.0,16.0,4.9,1
128.0,128.0,17.0,5.0,1
640.0,640.0,326.0,5.0,1
2700.0,2700.0,616.0,4.9,1
129.0,129.0,242.0,4.9,1
769.0,769.0,293.0,4.9,1
1.0,1.0,2.0,5.0,1
23300.0,23300.0,9100.0,4.9,2
2100.0,2100.0,1800.0,4.9,1
466.0,466.0,300.0,4.9,1
797.0,797.0,165.0,5.0,1
1000.0,1000.0,491.0,4.9,1
86.0,86.0,17.0,5.0,1
6400.0,6400.0,2400.0,4.7,1
5300.0,5300.0,9900.0,4.8,1
3800.0,3800.0,3000.0,4.8,1
44.0,44.0,52.0,5.0,1
278.0,278.0,196.0,4.9,1
51.0,51.0,19.0,4.9,1
84.0,84.0,53.0,5.0,1
12.0,12.0,4.0,5.0,1
383.0,383.0,111.0,4.8,1
492.0,492.0,321.0,4.9,1
1.0,1.0,3.0,5.0,1
54.0,54.0,229.0,4.9,1
6200.0,6200.0,775.0,4.9,1
843.0,843.0,1400.0,4.9,1
2600.0,2600.0,4300.0,4.9,1
155.0,155.0,1200.0,4.8,1
23.0,23.0,6.0,5.0,1
1200.0,1200.0,2700.0,4.9,1
237.0,237.0,124.0,4.9,1
271.0,271.0,272.0,4.9,1
650.0,650.0,283.0,4.6,0
17.0,17.0,71.0,5.0,1
169.0,169.0,300.0,4.7,1
1900.0,1900.0,1900.0,4.9,1
346.0,346.0,619.0,4.9,1
136.0,136.0,105.0,4.8,1
84.0,84.0,30.0,4.7,1
9400.0,9400.0,18500.0,4.9,1
21100.0,21100.0,11600.0,4.9,2
734.0,734.0,7.0,5.0,1
2500.0,2500.0,516.0,4.9,1
54.0,54.0,82.0,5.0,1
1200.0,1200.0,318.0,4.9,1
1300.0,1300.0,3100.0,4.8,1
9.0,9.0,2.0,5.0,1
19.0,19.0,27.0,4.9,1
10300.0,10300.0,1500.0,4.9,1
1500.0,1500.0,875.0,5.0,1
66.0,66.0,84.0,4.7,1
45700.0,45700.0,16800.0,5.0,2
2.0,2.0,4.0,5.0,1
24900.0,24900.0,15300.0,4.8,2
944.0,944.0,1300.0,4.9,1
1900.0,1900.0,46.0,5.0,1
152.0,152.0,198.0,4.8,1
16.0,16.0,1.0,5.0,1
9400.0,9400.0,3100.0,4.8,1
20.0,20.0,39.0,4.9,1
4600.0,4600.0,4900.0,4.9,1
636.0,636.0,852.0,5.0,1
12800.0,12800.0,16700.0,4.8,2
2600.0,2600.0,3300.0,4.9,1
272.0,272.0,24.0,5.0,1
3100.0,3100.0,758.0,4.9,1
610.0,610.0,3200.0,4.9,1
1000.0,1000.0,81.0,5.0,1
1.0,1.0,2.0,5.0,1
47.0,47.0,380.0,4.8,1
7200.0,7200.0,4500.0,4.9,1
1200.0,1200.0,1600.0,5.0,1
12.0,12.0,6.0,5.0,1
84.0,84.0,165.0,4.9,1
12300.0,12300.0,9000.0,4.9,1
208.0,208.0,23.0,4.9,1
915.0,915.0,1200.0,4.9,1
8.0,8.0,2.0,5.0,1
2200.0,2200.0,4000.0,4.8,1
126.0,126.0,1300.0,4.9,1
896.0,896.0,1400.0,4.9,1
152.0,152.0,49.0,4.9,1
517.0,517.0,499.0,4.9,1
262.0,262.0,59.0,5.0,1
36.0,36.0,627.0,4.8,1
1700.0,1700.0,1400.0,4.7,1
2.0,2.0,4.0,5.0,1
1800.0,1800.0,12900.0,4.9,1
105.0,105.0,39.0,5.0,1
989.0,989.0,269.0,4.9,1
1100.0,1100.0,525.0,4.9,1
1300.0,1300.0,1900.0,4.8,1
113.0,113.0,311.0,4.9,1
110.0,110.0,40.0,5.0,1
646.0,646.0,597.0,4.8,1
9.0,9.0,350.0,5.0,1
4.0,4.0,9.0,5.0,1
320.0,320.0,130.0,4.9,1
480.0,480.0,116.0,4.9,1
3900.0,3900.0,1500.0,4.9,1
2600.0,2600.0,2000.0,4.9,1
10500.0,10500.0,2500.0,4.9,1
3.0,3.0,1.0,5.0,1
330.0,330.0,102.0,4.9,1
3.0,3.0,4.0,5.0,1
4200.0,4200.0,19900.0,4.9,1
3300.0,3300.0,622.0,4.9,1
30.0,30.0,2.0,5.0,1
3500.0,3500.0,2000.0,4.9,1
6100.0,6100.0,9300.0,4.8,1
651.0,651.0,535.0,4.8,1
3300.0,3300.0,2900.0,5.0,1
6.0,6.0,130.0,4.3,0
4200.0,4200.0,749.0,4.8,1
1000.0,1000.0,285.0,4.9,1
94.0,94.0,53.0,4.9,1
4200.0,4200.0,13700.0,4.9,1
763.0,763.0,531.0,4.6,0
2600.0,2600.0,5100.0,4.9,1
252.0,252.0,63.0,4.9,1
5000.0,5000.0,4500.0,4.5,0
980.0,980.0,2500.0,4.6,0
6500.0,6500.0,2400.0,4.9,1
15.0,15.0,13.0,5.0,1
12.0,12.0,5.0,5.0,1
3600.0,3600.0,2000.0,4.9,1
54.0,54.0,41.0,5.0,1
1.0,1.0,4.0,5.0,1
286.0,286.0,113.0,4.9,1
317.0,317.0,348.0,4.9,1
218.0,218.0,231.0,4.7,1
43500.0,43500.0,36000.0,4.9,2
148.0,148.0,649.0,4.9,1
499.0,499.0,2500.0,5.0,1
7.0,7.0,4.0,5.0,1
296.0,296.0,464.0,5.0,1
10600.0,10600.0,28600.0,4.9,2
738.0,738.0,3600.0,4.9,1
1800.0,1800.0,8000.0,4.4,0
